ORF	Protein Molecules/Cell
YNL223W	3302.3810759626
YNL224C	1444.8506978901
YNL227C	2313.3094733387
YNL229C	7060.5810893362
YNL230C	814.9573717329
YNL231C	15360.9151595237
YNL232W	5547.7792895564
YNL234W	194.7116977248
YNL236W	1720.4273891027
YNL239W	521.1316998811
YNL241C	15024.3616128394
YNL242W	876.3996935368
YNL243W	40562.268169989
YNL245C	861.1434606989
YNL246W	3115.6778117042
YNL247W	22968.2928474263
YNL249C	1054.7212022
YNL250W	830.424216702
YNL251C	19559.3368953394
YNL252C	7425.3752958299
YNL254C	799.4163217257
YNL255C	96654.9883709105
YNL256W	4589.0846009575
YNL257C	432.3971638247
YNL258C	8965.9199128082
YNL260C	783.7988872508
YNL261W	768.0660954912
YNL262W	1972.8673365865
YNL264C	5040.2599067088
YNL265C	4760.1624466479
YNL267W	1603.7931122185
YNL268W	2583.7131248016
YNL271C	166.3923354344
YNL272C	13221.4034239275
YNL273W	951.7158018827
YNL274C	3280.5562715803
YNL275W	194.7116977248
YNL277W	2241.4782958786
YNL278W	1377.3307374126
YNL280C	1597.2518412868
YNL281W	8527.5978501304
YNL282W	1363.7275340396
YNL284C	5347.3906855465
YNL286W	1363.7275340396
YNL287W	77868.3627159591
YNL288W	18817.2834278101
YNL289W	606.1982940209
YNL290W	3136.4695881311
YNL291C	3214.8608473352
YNL292W	3990.8159655432
YNL293W	177.8553130605
YNL295W	503.7084662699
YNL297C	2408.2224763865
YNL299W	2241.4782958786
YNL300W	1484.9824628795
YNL301C	63707.1304354405
YNL302C	3443.3749337974
YNL304W	2847.163184762
YNL306W	5303.1711507053
YNL307C	395.6283435379
YNL308C	1784.3658775181
YNL309W	319.3003892695
YNL310C	1524.8431866141
YNL311C	432.3971638247
YNL312W	6081.6339237998
YNL313C	8070.9869985354
YNL315C	2835.839686762
YNL316C	2022.3600368153
YNL317W	7807.4387170835
YNL320W	258.9158930092
YNL321W	258.9158930092
YNL322C	622.8430059684
YNL323W	2461.1979449895
YNL325C	338.7778519542
YNL326C	2132.6275242022
YNL328C	572.556510114
YNL329C	1629.8915548926
YNL330C	3850.0627644354
YNL336W	1733.2622972652
YNR004W	1720.4273891027
YNR006W	172.1478323647
YNR007C	3612.4524285355
YNR009W	2881.0660397284
YNR010W	1363.7275340396
YNR011C	172.1478323647
YNR013C	4276.9681590959
YNR014W	2360.885972901
YNR015W	2653.0665869815
YNR016C	20205.7869191485
YNR017W	1444.8506978901
YNR018W	12045.2979351112
YNR019W	279.4032573719
YNR021W	34906.3368880388
YNR024W	1350.090108664
YNR026C	6162.4346023203
YNR027W	6583.1525195966
YNR029C	1564.4434529865
YNR030W	3553.7871199454
YNR031C	216.6344940172
YNR032W	1960.4455070212
YNR033W	1551.2716815962
YNR034W	1972.8673365865
YNR034W-A	2824.5048028739
YNR035C	13406.2243079489
YNR036C	238.0117922074
YNR038W	12734.3465201292
YNR040W	1141.0285435955
YNR043W	13671.928031751
YNR045W	450.486391395
YNR046W	4802.9305744408
YNR047W	752.3255359761
YNR048W	4506.0615816521
YNR049C	1377.3307374126
YNR050C	57484.4777490919
YNR051C	11676.9247311532
YNR052C	1524.8431866141
YNR053C	67680.2794695195
YNR054C	12821.5963791513
YNR061C	338.7778519542
YNR067C	64.3
YNR074C	1564.4434529865
YNR075W	2372.7423161073
YOL004W	1662.3676466221
YOL005C	4276.9681590959
YOL006C	2970.9891268808
YOL009C	1069.2258916953
YOL010W	10006.5142157543
YOL012C	2835.839686762
YOL013C	2664.5809613779
YOL016C	7499.0143948673
YOL017W	432.3971638247
YOL020W	752.3255359761
YOL021C	606.1982940209
YOL022C	124.5101173897
YOL023W	1404.4364918104
YOL025W	194.7116977248
YOL027C	7388.6402948917
YOL028C	1694.6848986276
YOL030W	11676.9247311532
YOL031C	2420.0199382761
YOL032W	1910.5579465296
YOL033W	2937.3492840016
YOL034W	891.5894029485
YOL038W	16761.4806390862
YOL039W	427624.034172245
YOL041C	5909.607346566
YOL042W	3475.7045671874
YOL043C	124.5101173897
YOL044W	1069.2258916953
YOL045W	2217.4062125876
YOL046C	1784.3658775181
YOL047C	154.7269600413
YOL049W	3432.5814334175
YOL051W	606.1982940209
YOL052C	7060.5810893362
YOL052C-A	783.7988872508
YOL054W	6488.9174077474
YOL055C	194.7116977248
YOL056W	3730.6713721085
YOL057W	3258.6948795511
YOL058W	1872.9264876805
YOL059W	8965.9199128082
YOL060C	5886.7863008686
YOL061W	3307.8316029062
YOL062C	3410.9687579253
YOL063C	124.5101173897
YOL064C	7327.5409183617
YOL065C	1197.6594091073
YOL066C	1538.071714315
YOL067C	2193.2682071823
YOL068C	1444.8506978901
YOL069W	1551.2716815962
YOL070C	1616.8555807358
YOL071W	1083.6812483905
YOL072W	1141.0285435955
YOL076W	5795.7763336028
YOL077C	13200.6865430899
YOL077W-A	1322.7104933797
YOL078W	704.4806631731
YOL080C	4276.9681590959
YOL082W	1253.624220155
YOL087C	589.4377909277
YOL088C	1524.8431866141
YOL089C	238.0117922074
YOL090W	1225.7221759237
YOL092W	1797.0840343749
YOL093W	4092.3075040772
YOL094C	2756.252491602
YOL096C	258.9158930092
YOL097C	12125.8482022555
YOL098C	8121.336003746
YOL102C	672.1270087993
YOL103W	468.3946500874
YOL107W	1629.8915548926
YOL108C	521.1316998811
YOL110W	936.7759726021
YOL111C	6512.4366978056
YOL112W	1733.2622972652
YOL113W	238.0117922074
YOL115W	7548.2320458161
YOL116W	490.5410899829
YOL117W	1322.7104933797
YOL121C	29034.0301846443
YOL124C	2022.3600368153
YOL125W	1225.7221759237
YOL126C	5259.0655759834
YOL129W	1898.0350165331
YOL135C	7597.5493415668
YOL137W	414.1154570885
YOL138C	606.1982940209
YOL139C	14208.1531906119
YOL140W	2301.3769842313
YOL141W	830.424216702
YOL142W	6047.1063799165
YOL143C	3258.6948795511
YOL144W	2169.0631860444
YOL145C	12879.694878075
YOL146W	2205.3455177275
YOL147C	1629.8915548926
YOL148C	4153.5802020979
YOL149W	2881.0660397284
YOL151W	5458.4357482114
YOL159C-A	124.5101173897
YOR001W	2156.9351936424
YOR004W	6964.2690488454
YOR006C	3612.4524285355
YOR007C	9424.1767372455
YOR008C	663.9777325657
YOR014W	299.5191020804
YOR016C	2710.5142262988
YOR017W	1733.2622972652
YOR018W	386.3032669199
YOR020C	149
YOR021C	2519.7253190386
YOR022C	736.4646183164
YOR023C	338.7778519542
YOR025W	319.3003892695
YOR026W	1431.4112664128
YOR027W	67558.7907001028
YOR033C	672.1270087993
YOR034C	814.9573717329
YOR035C	3410.9687579253
YOR037W	2733.407425895
YOR038C	921.7759599044
YOR039W	7157.3019630625
YOR042W	622.8430059684
YOR043W	1797.0840343749
YOR044W	4276.9681590959
YOR046C	14902.5526987264
YOR047C	238.0117922074
YOR048C	622.8430059684
YOR051C	10812.9698733377
YOR052C	9516.6737263717
YOR056C	4485.0822659475
YOR057W	1336.4179403345
YOR058C	555.5490567277
YOR059C	1211.7112303034
YOR060C	1694.6848986276
YOR061W	4537.5873704224
YOR062C	2010.0156923387
YOR063W	450.486391395
YOR064C	861.1434606989
YOR065W	39859.0407440915
YOR069W	6116.2223169171
YOR070C	205.7465961204
YOR076C	232.7143390735
YOR077W	4590.2814139267
YOR078W	2120.4475519877
YOR081C	357.9774132475
YOR083W	1444.8506978901
YOR084W	2349.0146319007
YOR085W	4031.3177776271
YOR086C	6139.3149860266
YOR087W	1308.9672167951
YOR088W	639.376548517
YOR089C	8758.8028877095
YOR090C	7548.2320458161
YOR091W	4215.13427699
YOR093C	41.1
YOR094W	1239.6929463183
YOR095C	5682.6339230722
YOR096W	40998.5136675255
YOR097C	1197.6594091073
YOR098C	468.3946500874
YOR099W	5480.7294738287
YOR101W	2046.992119127
YOR104W	996.1880404995
YOR105W	3671.4144529815
YOR106W	414.1154570885
YOR108W	28753.9817365782
YOR109W	1524.8431866141
YOR110W	2664.4112720405
YOR111W	1935.5421617326
YOR112W	1363.7275340396
YOR113W	555.5490567277
YOR116C	6024.1218875523
YOR118W	2595.3042699329
YOR123C	1112.4478715328
YOR124C	2420.0199382761
YOR127W	395.6283435379
YOR128C	5413.9328779832
YOR129C	768.1027686178
YOR130C	432.3971638247
YOR131C	395.6283435379
YOR132W	7376.4078465249
YOR133W	82659.6353826516
YOR136W	43095.5721918919
YOR138C	5932.455733052
YOR140W	1040.1661565026
YOR141C	1010.9007026597
YOR142W	18361.306959058
YOR143C	3324.1696555597
YOR147W	10402.3860722385
YOR148C	752.3255359761
YOR150W	6725.2917211808
YOR151C	18719.2826718522
YOR152C	1885.4912664347
YOR153W	42022.0220281079
YOR154W	3247.7503479427
YOR155C	1590.7038243054
YOR156C	3170.875938744
YOR157C	11395.9853913687
YOR158W	2010.0156923387
YOR159C	555.5490567277
YOR160W	6340.1179431295
YOR163W	3443.3749337974
YOR164C	5347.3906855465
YOR165W	2265.4855184045
YOR167C	94491.2021682099
YOR168W	37492.1207653243
YOR171C	2835.839686762
YOR172W	124.5101173897
YOR173W	1809.7795884532
YOR174W	1616.8555807358
YOR176W	22699.4991254201
YOR179C	1431.4112664128
YOR181W	8578.8109649844
YOR182C	18523.7576509606
YOR184W	15854.5493569191
YOR185C	2455.326041069
YOR187W	58527.1283494545
YOR188W	172.1478323647
YOR189W	538.4095771344
YOR193W	381.619491397
YOR195W	314.3846600749
YOR196C	1629.8915548926
YOR197W	1404.4364918104
YOR198C	33431.4598075293
YOR201C	2756.252491602
YOR202W	2096.034577029
YOR205C	936.7759726021
YOR206W	28954.1562666221
YOR207C	1948.0038456371
YOR208W	148.8112425442
YOR209C	32072.8497641304
YOR210W	5303.1711507053
YOR212W	2046.992119127
YOR213C	1797.0840343749
YOR215C	2869.7762943515
YOR216C	7622.245279158
YOR217W	2356.3829345267
YOR220W	966.5968624001
YOR221C	1363.7275340396
YOR224C	6208.7545226607
YOR226C	3421.7793883197
YOR227W	194.7116977248
YOR229W	3750.4889003635
YOR230W	7746.0966415792
YOR231W	1040.1661565026
YOR233W	142.8357447648
YOR234C	65576.0626367924
YOR236W	1083.6812483905
YOR237W	1694.6848986276
YOR238W	891.5894029485
YOR239W	17014.4045592645
YOR241W	7084.7230625912
YOR242C	3004.5334190662
YOR243C	4153.5802020979
YOR244W	1169.4302239778
YOR245C	906.7142854482
YOR246C	966.5968624001
YOR249C	258.9158930092
YOR251C	5773.0925990526
YOR252W	5347.3906855465
YOR253W	2372.7423161073
YOR254C	17715.9607783834
YOR256C	299.5191020804
YOR258W	395.6283435379
YOR260W	9534.0831298288
YOR261C	19772.7448389826
YOR262W	9226.914666588
YOR264W	921.7759599044
YOR265W	1758.8607802603
YOR266W	1458.2587545042
YOR267C	299.5191020804
YOR270C	55713.9259390672
YOR271C	9292.5249580748
YOR272W	6665.9527404107
YOR273C	21420.0184074243
YOR274W	2022.3600368153
YOR275C	2881.0660397284
YOR276W	26908.6792808253
YOR278W	1363.7275340396
YOR279C	861.1434606989
YOR281C	7696.481883353
YOR283W	8298.3191968735
YOR284W	1363.7275340396
YOR285W	7474.4430136834
YOR286W	4215.13427699
YOR288C	830.424216702
YOR289W	1707.5683474583
YOR290C	216.6344940172
YOR293W	54051.292340042
YOR295W	639.376548517
YOR296W	299.5191020804
YOR297C	4443.2147812923
YOR298C-A	47276.6666144426
YOR299W	2071.5498589062
YOR303W	2583.7131248016
YOR304C-A	655.8032161618
YOR304W	1524.8431866141
YOR305W	1417.9400162189
YOR307C	783.7988872508
YOR310C	34661.3857644651
YOR311C	783.7988872508
YOR316C	2071.5498589062
YOR317W	7474.4430136834
YOR319W	1239.6929463183
YOR320C	238.0117922074
YOR321W	2721.9668807759
YOR322C	294.5228300484
YOR323C	6916.2670088543
YOR324C	258.9158930092
YOR326W	4339.0803031596
YOR327C	299.5191020804
YOR329C	704.4806631731
YOR330C	376.9212091513
YOR332W	16134.3357279305
YOR334W	768.1027686178
YOR335C	33848.6633970549
YOR336W	814.9573717329
YOR337W	736.4646183164
YOR340C	4072.3296371451
YOR341W	2835.839686762
YOR342C	1363.7275340396
YOR344C	486.1322481776
YOR346W	521.1316998811
YOR347C	2132.6275242022
YOR349W	704.4806631731
YOR350C	861.1434606989
YOR352W	3507.9587258202
YOR353C	891.5894029485
YOR354C	7254.4295602389
YOR355W	2277.4651300666
YOR356W	3324.1696555597
YOR358W	450.486391395
YOR359W	3198.3843544029
YOR360C	6512.4366978056
YOR361C	47538.8922679753
YOR362C	11959.9743957176
YOR367W	1577.5873845776
YOR368W	189.1352265558
YOR370C	23837.0300813591
YOR371C	1642.9013525775
YOR372C	799.4163217257
YOR373W	891.5894029485
YOR374W	22207.1764398814
YOR375C	77487.8934548439
YOR377W	1985.2695217318
YOR385W	503.7084662699
YOR386W	688.3516602345
YPL002C	1040.1661565026
YPL004C	104485.443220234
YPL005W	1758.8607802603
YPL006W	521.1316998811
YPL007C	2065.7967744488
YPL008W	98.9415232018
YPL009C	7696.481883353
YPL011C	3302.3810759626
YPL012W	8171.7819190479
YPL015C	5259.0655759834
YPL016W	92.2965636579
YPL017C	6395.1044685203
YPL018W	1253.624220155
YPL019C	2630.000000118
YPL020C	376.9212091513
YPL022W	1404.4364918104
YPL024W	1498.2989478748
YPL026C	2813.1584643466
YPL028W	60894.5955947816
YPL029W	1444.8506978901
YPL030W	7721.276913775
YPL031C	6162.4346023203
YPL032C	2181.1741432305
YPL037C	17973.2402967625
YPL038W	521.1316998811
YPL040C	1267.5166553821
YPL043W	4986.2358268608
YPL045W	1295.1875435962
YPL046C	538.4095771344
YPL047W	672.1270087993
YPL048W	60864.7948028228
YPL049C	1458.2587545042
YPL050C	1629.8915548926
YPL051W	1923.0602612185
YPL053C	4380.6422368738
YPL055C	2059.2801982614
YPL058C	752.3255359761
YPL059W	6255.1817718763
YPL060W	395.6283435379
YPL061W	135053.644706186
YPL063W	2402.3182933325
YPL064C	2360.885972901
YPL065W	1417.9400162189
YPL066W	395.6283435379
YPL067C	1471.6358688915
YPL069C	2835.839686762
YPL072W	450.486391395
YPL074W	258.9158930092
YPL075W	258.9158930092
YPL078C	12879.694878075
YPL079W	66444.2745472429
YPL081W	106018.191681685
YPL082C	6559.5542897965
YPL083C	530.5909660637
YPL084W	10212.4737874233
YPL085W	357.9774132475
YPL086C	4760.1624466479
YPL089C	736.4646183164
YPL090C	65985.6106230109
YPL091W	7597.5493415668
YPL093W	28011.3139664166
YPL094C	16478.3486189555
YPL095C	572.556510114
YPL096W	4845.8170378498
YPL097W	996.1880404995
YPL100W	6024.1218875523
YPL101W	357.9774132475
YPL103C	177.8553130605
YPL104W	1551.2716815962
YPL105C	830.424216702
YPL106C	71727.067764652
YPL107W	2096.034577029
YPL109C	2467.0663268186
YPL110C	2301.3769842313
YPL111W	42778.9516074466
YPL112C	2420.0199382761
YPL115C	752.3255359761
YPL116W	4422.3267208248
YPL117C	25460.0464370414
YPL118W	655.8032161618
YPL119C	1484.9824628795
YPL120W	2490.5048837063
YPL122C	8901.2770744128
YPL123C	503.7084662699
YPL125W	6301.716046342
YPL126W	6559.5542897965
YPL127C	6559.5542897965
YPL128C	6379.5549262158
YPL129W	3115.6778117042
YPL133C	799.4163217257
YPL134C	2835.839686762
YPL135W	10812.9698733377
YPL137C	655.8032161618
YPL138C	1681.776763163
YPL139C	3037.9837596704
YPL140C	1948.0038456371
YPL141C	555.5490567277
YPL144W	2205.3455177275
YPL145C	32169.3128283347
YPL146C	1603.7931122185
YPL148C	486.1322481776
YPL149W	606.1982940209
YPL151C	1771.6248752844
YPL152W	2431.8029498398
YPL153C	6897.5000754278
YPL155C	655.8032161618
YPL158C	238.0117922074
YPL160W	157764.129717571
YPL161C	6325.0232238195
YPL162C	1444.8506978901
YPL163C	688.3516602345
YPL166W	752.3255359761
YPL169C	2830.3535104457
YPL170W	6301.716046342
YPL174C	238.0117922074
YPL175W	1484.9824628795
YPL176C	395.6283435379
YPL177C	521.1316998811
YPL178W	6197.1644685799
YPL179W	319.3003892695
YPL180W	243.2797461475
YPL181W	1590.7038243054
YPL183C	3454.1599296875
YPL183W-A	538.4095771344
YPL184C	7945.5399766834
YPL188W	4653.7625009298
YPL190C	5828.2284969403
YPL191C	2046.992119127
YPL193W	258.9158930092
YPL194W	238.0117922074
YPL195W	13524.1153399815
YPL196W	1564.4434529865
YPL198W	7084.7230625912
YPL199C	2132.6275242022
YPL203W	2217.4062125876
YPL204W	10296.6052744217
YPL206C	3269.6301719607
YPL207W	5413.9328779832
YPL208W	4802.9305744408
YPL209C	148.8112425442
YPL210C	11776.6730195959
YPL211W	5171.1977601342
YPL212C	8133.9384061797
YPL213W	3632.0735588404
YPL215W	14238.1303956486
YPL216W	3060.232559141
YPL219W	395.6283435379
YPL220W	115702.447279725
YPL222W	2431.8029498398
YPL225W	37508.9693929096
YPL226W	37569.7114342762
YPL227C	5795.7763336028
YPL228W	3904.7794897806
YPL229W	921.7759599044
YPL231W	16982.7249237959
YPL232W	450.486391395
YPL233W	3710.8864107852
YPL234C	538.4095771344
YPL235W	3032.4151609239
YPL239W	13054.4777532882
YPL240C	444942.694873146
YPL241C	1629.8915548926
YPL242C	279.4032573719
YPL243W	6278.4645653899
YPL245W	1126.7610050868
YPL246C	7845.6219257271
YPL247C	799.4163217257
YPL248C	166.3923354344
YPL249C	1935.5421617326
YPL249C-A	5369.5430756136
YPL250C	450.486391395
YPL252C	14781.0515215737
YPL254W	7945.5399766834
YPL255W	921.7759599044
YPL256C	1267.5166553821
YPL259C	4422.3267208248
YPL262W	6916.2670088543
YPL263C	4011.051030698
YPL265W	432.3971638247
YPL267W	688.3516602345
YPL269W	655.8032161618
YPL270W	3389.3215771565
YPL271W	4276.9681590959
YPL273W	60277.7219363282
YPL274W	1295.1875435962
YPR002W	2733.407425895
YPR004C	2948.5732824727
YPR006C	1083.6812483905
YPR008W	338.7778519542
YPR010C	14058.5612658868
YPR013C	194.7116977248
YPR016C	18621.4406406963
YPR017C	1498.2989478748
YPR018W	1590.7038243054
YPR019W	8802.6432112214
YPR022C	238.0117922074
YPR023C	1885.4912664347
YPR024W	20138.9760237
YPR025C	8698.8600751999
YPR028W	1758.8607802603
YPR029C	4845.8170378498
YPR031W	172.1478323647
YPR033C	26765.6712465191
YPR034W	1363.7275340396
YPR035W	345680.355413856
YPR036W	22465.7544622691
YPR037C	258.9158930092
YPR040W	5705.2070698303
YPR041W	48267.9583537406
YPR042C	376.9212091513
YPR043W	44582.6551289223
YPR045C	3356.7853811883
YPR046W	279.4032573719
YPR047W	1797.0840343749
YPR049C	85.5288783171
YPR051W	1935.5421617326
YPR052C	3870.0743306775
YPR056W	4631.3689379643
YPR057W	1872.9264876805
YPR061C	414.1154570885
YPR062W	5182.1561289079
YPR063C	2144.7900218404
YPR065W	238.0117922074
YPR066W	752.3255359761
YPR067W	1564.4434529865
YPR068C	538.4095771344
YPR070W	4674.9828145118
YPR072W	5105.5987634792
YPR073C	3497.2156609059
YPR074C	40272.2424893873
YPR075C	1155.2513414061
YPR080W	376.9212091513
YPR081C	2289.4289106124
YPR083W	414.1154570885
YPR086W	6749.0728950076
YPR090W	3691.1340823112
YPR091C	861.1434606989
YPR095C	279.4032573719
YPR097W	3082.4407404929
YPR098C	752.3255359761
YPR100W	3389.3215771565
YPR101W	720.5172912198
YPR102C	39036.6117387437
YPR103W	8527.5978501304
YPR104C	639.376548517
YPR105C	1616.8555807358
YPR106W	521.1316998811
YPR107C	3691.1340823112
YPR108W	51911.1282669213
YPR110C	12989.0562359452
YPR111W	3324.1696555597
YPR112C	2217.4062125876
YPR113W	3810.1362331204
YPR114W	1923.0602612185
YPR115W	299.5191020804
YPR116W	2144.7900218404
YPR118W	921.7759599044
YPR119W	338.7778519542
YPR120C	521.1316998811
YPR122W	622.8430059684
YPR124W	1183.5659892807
YPR125W	11256.3132091454
YPR127W	2193.2682071823
YPR128C	2253.4899496255
YPR129W	1281.3708901358
YPR131C	639.376548517
YPR132W	3335.0504726649
YPR133C	2828.596006886
YPR134W	861.1434606989
YPR135W	3280.5562715803
YPR137W	5127.4362538354
YPR138C	3820.105770874
YPR139C	6630.4276675128
YPR140W	1336.4179403345
YPR141C	3247.7503479427
YPR143W	6197.1644685799
YPR144C	1629.8915548926
YPR147C	2010.0156923387
YPR152C	1308.9672167951
YPR154W	2193.2682071823
YPR155C	2937.3492840016
YPR156C	2756.252491602
YPR159W	4760.1624466479
YPR161C	2071.5498589062
YPR162C	2169.5405915358
YPR163C	23983.6329329026
YPR167C	216.6344940172
YPR168W	1471.6358688915
YPR169W	7746.0966415792
YPR171W	704.4806631731
YPR172W	357.9774132475
YPR173C	5347.3906855465
YPR174C	3421.7793883197
YPR175W	3112.519083268
YPR176C	1524.8431866141
YPR178W	1767.3741750439
YPR179C	1098.0882582037
YPR180W	7425.3752958299
YPR182W	2572.1088833242
YPR183W	1885.4912664347
YPR184W	124.5101173897
YPR185W	148.8112425442
YPR186C	1381.6646417233
YPR187W	6093.1566336359
YPR188C	1126.7610050868
YPR189W	11931.5750138019
YPR190C	2521.8886986551
YPR191W	35700.9598847245
